9355: Flags [P.], seq 15041528:15041876, ack 8929, win 501, length 348
20:22:31.578157 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15886472:15886676, ack 9433, win 501, length 204
20:22:31.578214 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15886676:15886880, ack 9433, win 501, length 204
20:22:31.578273 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15886880:15887084, ack 9433, win 501, length 204
20:22:31.578329 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15887084:15887288, ack 9433, win 501, length 204
20:22:31.578386 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15887288:15887492, ack 9433, win 501, length 204
20:22:31.578454 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15887492:15887696, ack 9433, win 501, length 204
20:22:31.578507 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15887696:15887900, ack 9433, win 501, length 204
20:22:31.578562 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15887900:15888104, ack 9433, win 501, length 204
20:22:31.578618 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15888104:15888308, ack 9433, win 501, length 204
20:22:31.578686 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15888308:15888512, ack 9433, win 501, length 204
20:22:31.578744 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15888512:15888716, ack 9433, win 501, length 204
20:22:31.578799 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15888716:15888920, ack 9433, win 501, length 204
20:22:31.578854 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15888920:15889124, ack 9433, win 501, length 204
20:22:31.578912 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15889124:15889328, ack 9433, win 501, length 204
20:22:31.578968 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15889328:15889532, ack 9433, win 501, length 204
20:22:31.579023 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15889532:15889736, ack 9433, win 501, length 204
20:22:31.579081 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15889736:15889940, ack 9433, win 501, length 204
20:22:31.579133 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15874524, win 515, length 0
20:22:31.579133 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15876708, win 516, length 0
20:22:31.579158 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15889940:15890144, ack 9433, win 501, length 204
20:22:31.579235 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15890144:15890644, ack 9433, win 501, length 500
20:22:31.579300 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15890644:15890848, ack 9433, win 501, length 204
20:22:31.579358 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15890848:15891052, ack 9433, win 501, length 204
20:22:31.579413 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15891052:15891256, ack 9433, win 501, length 204
20:22:31.579474 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15891256:15891460, ack 9433, win 501, length 204
20:22:31.579529 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15891460:15891664, ack 9433, win 501, length 204
20:22:31.579584 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15891664:15891868, ack 9433, win 501, length 204
20:22:31.579637 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15882248, win 516, length 0
20:22:31.579685 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15891868:15892216, ack 9433, win 501, length 348
20:22:31.579746 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15892216:15892420, ack 9433, win 501, length 204
20:22:31.579803 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15892420:15892624, ack 9433, win 501, length 204
20:22:31.579858 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15892624:15892828, ack 9433, win 501, length 204
20:22:31.579914 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15892828:15893032, ack 9433, win 501, length 204
20:22:31.579970 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15893032:15893236, ack 9433, win 501, length 204
20:22:31.580025 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15893236:15893440, ack 9433, win 501, length 204
20:22:31.580081 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15893440:15893644, ack 9433, win 501, length 204
20:22:31.580139 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15893644:15893848, ack 9433, win 501, length 204
20:22:31.580195 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15893848:15894052, ack 9433, win 501, length 204
20:22:31.580269 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15894052:15894256, ack 9433, win 501, length 204
20:22:31.580339 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15894256:15894460, ack 9433, win 501, length 204
20:22:31.580398 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15894460:15894664, ack 9433, win 501, length 204
20:22:31.580457 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15894664:15894868, ack 9433, win 501, length 204
20:22:31.580514 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15894868:15895072, ack 9433, win 501, length 204
20:22:31.580570 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15895072:15895276, ack 9433, win 501, length 204
20:22:31.580627 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15895276:15895480, ack 9433, win 501, length 204
20:22:31.580684 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15895480:15895684, ack 9433, win 501, length 204
20:22:31.580755 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15895684:15895888, ack 9433, win 501, length 204
20:22:31.580812 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15895888:15896092, ack 9433, win 501, length 204
20:22:31.580867 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15896092:15896296, ack 9433, win 501, length 204
20:22:31.580879 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15884492, win 516, length 0
20:22:31.580889 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15885308, win 512, length 0
20:22:31.580889 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15888308, win 516, length 0
20:22:31.580974 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15896296:15896940, ack 9433, win 501, length 644
20:22:31.581031 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15896940:15897144, ack 9433, win 501, length 204
20:22:31.581085 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15897144:15897348, ack 9433, win 501, length 204
20:22:31.581140 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15897348:15897552, ack 9433, win 501, length 204
20:22:31.581198 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15897552:15897756, ack 9433, win 501, length 204
20:22:31.581252 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15897756:15897960, ack 9433, win 501, length 204
20:22:31.581309 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15897960:15898164, ack 9433, win 501, length 204
20:22:31.581364 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15898164:15898368, ack 9433, win 501, length 204
20:22:31.581423 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15898368:15898572, ack 9433, win 501, length 204
20:22:31.581477 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15898572:15898776, ack 9433, win 501, length 204
20:22:31.581532 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15898776:15898980, ack 9433, win 501, length 204
20:22:31.581591 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15898980:15899184, ack 9433, win 501, length 204
20:22:31.581646 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15899184:15899388, ack 9433, win 501, length 204
20:22:31.581701 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15899388:15899592, ack 9433, win 501, length 204
20:22:31.581759 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15899592:15899796, ack 9433, win 501, length 204
20:22:31.581815 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15899796:15900000, ack 9433, win 501, length 204
20:22:31.581871 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15900000:15900204, ack 9433, win 501, length 204
20:22:31.581932 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15900204:15900408, ack 9433, win 501, length 204
20:22:31.582013 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15900408:15900612, ack 9433, win 501, length 204
20:22:31.582081 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15900612:15900816, ack 9433, win 501, length 204
20:22:31.582138 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15900816:15901020, ack 9433, win 501, length 204
20:22:31.582194 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15901020:15901224, ack 9433, win 501, length 204
20:22:31.582253 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15889736, win 510, length 0
20:22:31.582289 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15901224:15901428, ack 9433, win 501, length 204
20:22:31.582349 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15901428:15901776, ack 9433, win 501, length 348
20:22:31.582405 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15901776:15901980, ack 9433, win 501, length 204
20:22:31.582463 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15901980:15902184, ack 9433, win 501, length 204
20:22:31.582517 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15902184:15902388, ack 9433, win 501, length 204
20:22:31.582572 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15902388:15902592, ack 9433, win 501, length 204
20:22:31.582651 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15902592:15902796, ack 9433, win 501, length 204
20:22:31.582731 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15902796:15903000, ack 9433, win 501, length 204
20:22:31.582790 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15903000:15903204, ack 9433, win 501, length 204
20:22:31.582846 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15903204:15903408, ack 9433, win 501, length 204
20:22:31.582995 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15903408:15903612, ack 9433, win 501, length 204
20:22:31.583096 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15903612:15903816, ack 9433, win 501, length 204
20:22:31.583159 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15903816:15904020, ack 9433, win 501, length 204
20:22:31.583216 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15904020:15904224, ack 9433, win 501, length 204
20:22:31.583283 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15904224:15904428, ack 9433, win 501, length 204
20:22:31.583339 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15904428:15904632, ack 9433, win 501, length 204
20:22:31.583383 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15891664, win 516, length 0
20:22:31.583432 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15904632:15904980, ack 9433, win 501, length 348
20:22:31.583490 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15904980:15905184, ack 9433, win 501, length 204
20:22:31.583548 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15905184:15905388, ack 9433, win 501, length 204
20:22:31.583603 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15905388:15905592, ack 9433, win 501, length 204
20:22:31.583658 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15905592:15905796, ack 9433, win 501, length 204
20:22:31.583715 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15905796:15906000, ack 9433, win 501, length 204
20:22:31.583775 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15906000:15906204, ack 9433, win 501, length 204
20:22:31.583829 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15906204:15906408, ack 9433, win 501, length 204
20:22:31.583885 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15906408:15906612, ack 9433, win 501, length 204
20:22:31.583942 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15906612:15906816, ack 9433, win 501, length 204
20:22:31.583992 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15897960, win 516, length 0
20:22:31.584023 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15906816:15907020, ack 9433, win 501, length 204
20:22:31.584110 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15907020:15907368, ack 9433, win 501, length 348
20:22:31.584208 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15907368:15907572, ack 9433, win 501, length 204
20:22:31.584269 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15907572:15907776, ack 9433, win 501, length 204
20:22:31.584327 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15907776:15907980, ack 9433, win 501, length 204
20:22:31.584397 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15907980:15908184, ack 9433, win 501, length 204
20:22:31.584485 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15908184:15908388, ack 9433, win 501, length 204
20:22:31.584547 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15908388:15908592, ack 9433, win 501, length 204
20:22:31.584615 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15908592:15908796, ack 9433, win 501, length 204
20:22:31.584671 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15908796:15909000, ack 9433, win 501, length 204
20:22:31.584729 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15909000:15909204, ack 9433, win 501, length 204
20:22:31.584767 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15901020, win 516, length 0
20:22:31.584823 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15909204:15909552, ack 9433, win 501, length 348
20:22:31.584885 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15909552:15909756, ack 9433, win 501, length 204
20:22:31.584942 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15909756:15909960, ack 9433, win 501, length 204
20:22:31.584998 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15909960:15910164, ack 9433, win 501, length 204
20:22:31.585056 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15910164:15910368, ack 9433, win 501, length 204
20:22:31.585143 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15910368:15910572, ack 9433, win 501, length 204
20:22:31.585234 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15910572:15910776, ack 9433, win 501, length 204
20:22:31.585326 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15910776:15910980, ack 9433, win 501, length 204
